word;label;value;num
pisotear;Tristeza;0.33;1
placentero;Alegria;0.796;1
placer;Alegria;0.864;1
pleitesía;Alegria;0.199;1
pobre;Tristeza;0.462;1
pobremente;Tristeza;0.396;1
pobrete;Tristeza;0.363;1
pobreto;Tristeza;0.363;1
pobreza;Tristeza;0.396;1
podrido;Repulsion;0.797;1
popo;Repulsion;0.797;1
pornográfico;Repulsion;0.663;1
portento;Sorpresa;0.696;1
portentosamente;Sorpresa;0.63;1
portentoso;Sorpresa;0.696;1
poseído;Miedo;0.63;1
preferencia;Alegria;0.397;1
preguntar;Sorpresa;0.198;1
premonición;Miedo;0.33;1
prender;Enojo;0.231;1
preocupación;Miedo;0.529;1
preocupadamente;Miedo;0.563;1
preocupado;Miedo;0.53;1
preocupar;Tristeza;0.462;1
prerrogativa;Alegria;0.231;1
preservar;Alegria;0.165;1
presionar;Tristeza;0.264;1
presumir;Alegria;0.264;1
prever;Alegria;0.264;1
privar;Tristeza;0.496;1
privilegio;Alegria;0.463;1
probar;Alegria;0.198;1
procaz;Repulsion;0.565;1
prodigiosamente;Sorpresa;0.596;1
prodigiosidad;Sorpresa;0.563;1
prodigioso;Sorpresa;0.629;1
profusión;Alegria;0.198;1
propiciar;Alegria;0.264;1
propicio;Alegria;0.33;1
próspero;Alegria;0.762;1
protectoramente;Alegria;0.231;1
proteger;Alegria;0.231;1
protervo;Repulsion;0.664;1
provecho;Alegria;0.463;1
provechoso;Alegria;0.53;1
providencial;Alegria;0.231;1
provocación;Enojo;0.561;1
provocar;Enojo;0.528;1
puaf;Repulsion;0.165;1
puchero;Enojo;0.231;1
puercamente;Repulsion;0.864;1
puerco;Repulsion;0.763;1
pugna;Enojo;0.198;1
pugnante;Enojo;0.165;1
pujanza;Alegria;0.165;1
punzar;Enojo;0.165;1
pus;Repulsion;0.765;1
pusilánime;Miedo;0.364;1
pusilanimidad;Miedo;0.364;1
putrido;Repulsion;0.865;1
quebranto;Tristeza;0.628;1
quedar;Sorpresa;0.33;1
quejar;Enojo;0.561;1
querellar;Enojo;0.529;1
querer;Alegria;0.63;1
quicio;Enojo;0.596;1
quietud;Alegria;0.198;1
quillotrar;Alegria;0.363;1
quimérico;Sorpresa;0.364;1
quisicosa;Sorpresa;0.33;1
rabiosamente;Enojo;0.864;1
rabioso;Enojo;0.797;1
radiante;Alegria;0.53;1
rastrero;Repulsion;0.564;1
ratificar;Alegria;0.132;1
realización;Alegria;0.364;1
realizar;Alegria;0.231;1
recelo;Miedo;0.531;1
receloso;Miedo;0.497;1
rechazamiento;Repulsion;0.664;1
rechazar;Repulsion;0.73;1
rechazo;Repulsion;0.696;1
recibir;Sorpresa;0.364;1
recoger;Alegria;0.132;1
recogimiento;Alegria;0.132;1
recomendar;Alegria;0.297;1
recompensa;Alegria;0.629;1
reconfortante;Alegria;0.797;1
reconfortar;Alegria;0.696;1
recrear;Alegria;0.497;1
reducir;Tristeza;0.099;1
refocilar;Alegria;0.563;1
regalo;Alegria;0.764;1
regañadientes;Enojo;0.728;1
regaño;Enojo;0.729;1
regocijadamente;Alegria;0.763;1
regocijar;Alegria;0.696;1
regocijo;Alegria;0.764;1
regodear;Alegria;0.43;1
regodeo;Alegria;0.363;1
reherir;Repulsion;0.629;1
reidor;Alegria;0.798;1
relamer;Alegria;0.396;1
remordimiento;Tristeza;0.595;1
rencilloso;Enojo;0.496;1
rencorosamente;Enojo;0.73;1
rencoroso;Enojo;0.764;1
reparación;Alegria;0.198;1
repeler;Repulsion;0.697;1
repelo;Repulsion;0.664;1
repente;Sorpresa;0.63;1
repentino;Sorpresa;0.696;1
reproducir;Alegria;0.264;1
repudiable;Repulsion;0.898;1
repudio;Repulsion;0.898;1
repugnadamente;Repulsion;0.932;1
repugnante;Repulsion;0.932;1
repugnantemente;Repulsion;0.932;1
repulsar;Repulsion;0.932;1
repulsión;Repulsion;0.966;1
repulsivamente;Repulsion;1;1
repulsivo;Repulsion;1;1
resentido;Enojo;0.731;1
resentimiento;Enojo;0.731;1
resentir;Enojo;0.698;1
respetar;Alegria;0.531;1
respeto;Alegria;0.497;1
respetuoso;Alegria;0.531;1
respingar;Enojo;0.396;1
resplandecer;Alegria;0.598;1
resquemor;Enojo;0.298;1
retar;Enojo;0.396;1
revancha;Enojo;0.33;1
reverencia;Alegria;0.364;1
riña;Enojo;0.764;1
risa;Alegria;0.932;1
risueño;Alegria;0.932;1
rivalidad;Enojo;0.595;1
rodeor;Miedo;0.231;1
romántico;Alegria;0.63;1
rompecabezas;Sorpresa;0.099;1
rufián;Repulsion;0.697;1
ruin;Repulsion;0.731;1
ruina;Tristeza;0.43;1
saber;Alegria;0.297;1
saborear;Alegria;0.43;1
saciar;Alegria;0.464;1
saciedad;Alegria;0.464;1
sandunga;Alegria;0.629;1
sanguinario;Miedo;0.629;1
saña;Enojo;0.763;1
sañoso;Enojo;0.629;1
satan;Miedo;0.631;1
satisfacción;Alegria;0.864;1
satisfacer;Alegria;0.83;1
satisfacible;Alegria;0.763;1
satisfactoriamente;Alegria;0.831;1
satisfactorio;Alegria;0.831;1
satisfecho;Alegria;0.864;1
secreción;Repulsion;0.697;1
secuestro;Miedo;0.765;1
seducción;Alegria;0.529;1
seducir;Alegria;0.496;1
seductivo;Alegria;0.596;1
seguro;Alegria;0.465;1
selecto;Alegria;0.364;1
serenar;Alegria;0.231;1
sereno;Alegria;0.198;1
serio;Tristeza;0.132;1
sevicia;Miedo;0.495;1
shock;Sorpresa;0.664;1
shoqueado;Sorpresa;0.731;1
simpatía;Alegria;0.797;1
simpático;Alegria;0.83;1
simpatizar;Alegria;0.83;1
sincero;Alegria;0.397;1
soberbio;Alegria;0.165;1
sobresaltar;Miedo;0.729;1
sobresalto;Sorpresa;0.565;1
sociable;Alegria;0.53;1
solaz;Alegria;0.198;1
solazar;Alegria;0.264;1
soledad;Tristeza;0.763;1
solidaridad;Alegria;0.464;1
solitario;Tristeza;0.83;1
sollozar;Tristeza;0.798;1
solo;Tristeza;0.729;1
sombra;Miedo;0.264;1
sombrío;Tristeza;0.397;1
sonriente;Alegria;0.966;1
sonso;Sorpresa;0.066;1
sórdido;Repulsion;0.697;1
sorprendente;Sorpresa;0.966;1
sorprendentemente;Sorpresa;0.932;1
sorprender;Sorpresa;0.966;1
sorpresa;Sorpresa;0.966;1
sorpresivamente;Sorpresa;0.966;1
sorpresivo;Sorpresa;0.966;1
sortilegio;Alegria;0.264;1
sosegar;Alegria;0.264;1
suave;Alegria;0.231;1
suavidad;Alegria;0.231;1
subito;Sorpresa;0.662;1
submundo;Repulsion;0.498;1
subyugar;Alegria;0.099;1
sucio;Repulsion;0.73;1
sufrimiento;Tristeza;0.898;1
sufrir;Tristeza;0.898;1
sumisamente;Tristeza;0.43;1
superabundancia;Alegria;0.564;1
superabundante;Alegria;0.63;1
suplicio;Enojo;0.298;1
suspender;Alegria;0.099;1
taciturnidad;Tristeza;0.431;1
taciturno;Tristeza;0.464;1
tambaleante;Sorpresa;0.132;1
tambalear;Sorpresa;0.132;1
temblor;Miedo;0.562;1
temer;Miedo;0.932;1
temerosamente;Miedo;0.864;1
temeroso;Miedo;0.898;1
temible;Miedo;0.932;1
temorosamente;Miedo;0.864;1
tenebrosamente;Tristeza;0.198;1
tenebrosidad;Tristeza;0.132;1
tenebroso;Tristeza;0.132;1
terneza;Alegria;0.397;1
ternura;Alegria;0.529;1
terremoto;Miedo;0.631;1
terrible;Miedo;0.898;1
terriblemente;Miedo;0.796;1
terror;Miedo;0.966;1
terrorífico;Miedo;0.898;1
tesón;Alegria;0.132;1
tétrico;Tristeza;0.199;1
tiernamente;Alegria;0.53;1
tierno;Alegria;0.53;1
tímidamente;Miedo;0.596;1
timidez;Miedo;0.497;1
tímido;Miedo;0.531;1
timorato;Miedo;0.631;1
titubeante;Sorpresa;0.099;1
titubear;Sorpresa;0.099;1
torear;Enojo;0.297;1
tragedia;Miedo;0.561;1
tranquilizar;Alegria;0.364;1
tranquilo;Alegria;0.397;1
transportar;Alegria;0.199;1
traspiés;Sorpresa;0.033;1
tratable;Alegria;0.297;1
tremebundo;Miedo;0.731;1
tripas;Repulsion;0.463;1
triste;Tristeza;0.966;1
tristemente;Tristeza;0.966;1
tristeza;Tristeza;0.966;1
triunfador;Alegria;0.796;1
triunfal;Alegria;0.796;1
triunfalmente;Alegria;0.728;1
triunfante;Alegria;0.796;1
triunfantemente;Alegria;0.796;1
triunfar;Alegria;0.83;1
triunfo;Alegria;0.864;1
trizas;Tristeza;0.464;1
tropelía;Enojo;0.297;1
tuitivo;Alegria;0.298;1
ubérrimo;Alegria;0.165;1
ufanamente;Alegria;0.132;1
ufanía;Alegria;0.099;1
ufano;Alegria;0.132;1
ultimar;Alegria;0.165;1
ultimatum;Miedo;0.297;1
ultrajante;Repulsion;0.596;1
ultrajar;Enojo;0.595;1
ultraje;Enojo;0.596;1
ultratumba;Miedo;0.663;1
unción;Alegria;0.231;1
unión;Alegria;0.297;1
usgo;Repulsion;0.765;1
útil;Alegria;0.429;1
valía;Alegria;0.43;1
valimiento;Alegria;0.331;1
valorar;Alegria;0.497;1
vehemencia;Alegria;0.331;1
vehemente;Alegria;0.331;1
vencedor;Alegria;0.696;1
veneración;Alegria;0.496;1
venerar;Alegria;0.463;1
venganza;Enojo;0.864;1
vengar;Enojo;0.864;1
vengativo;Enojo;0.864;1
ventajosamente;Alegria;0.297;1
ventajoso;Alegria;0.33;1
venturosamente;Alegria;0.53;1
venturoso;Alegria;0.63;1
verecundia;Miedo;0.264;1
verecundio;Miedo;0.264;1
verecundo;Miedo;0.264;1
vesania;Enojo;0.698;1
vesánico;Enojo;0.665;1
victorear;Alegria;0.563;1
victoria;Alegria;0.763;1
victorioso;Alegria;0.797;1
vigor;Alegria;0.497;1
vil;Repulsion;0.696;1
vilipendiar;Enojo;0.529;1
vilipendio;Enojo;0.496;1
vinagre;Enojo;0.165;1
violencia;Enojo;0.932;1
violento;Enojo;0.932;1
viperino;Enojo;0.132;1
víscera;Repulsion;0.631;1
viscoso;Repulsion;0.464;1
vitando;Miedo;0.397;1
vítor;Alegria;0.297;1
vitorear;Alegria;0.297;1
vituperio;Enojo;0.264;1
vivaz;Alegria;0.563;1
viveza;Alegria;0.629;1
vivificar;Alegria;0.563;1
vivir;Alegria;0.63;1
vomito;Repulsion;0.899;1
voraz;Enojo;0.231;1
zahiriente;Repulsion;0.731;1
zangarriana;Tristeza;0.53;1
zonzo;Sorpresa;0.066;1
zopenco;Sorpresa;0.066;1
